,light_phase,network,block,treatment,day,time,time_sec,time_hour_abs,location,focal_individual,behaviour,social_partner,partner_response,notes,patch_partner
1003,dark,3,2,twelve,5,12:17 PM,44220.00,108.28,8,J,mating,T,na,,T
1004,dark,3,2,twelve,5,12:34 PM,45240.00,108.57,10,C,mount,E,na ,,E
1005,dark,3,2,twelve,5,1:00 PM,46800.00,109.00,11,H,mating,Q,walking around then left shelter after,,Q
1006,dark,3,2,twelve,5,1:01 PM,46860.00,109.02,outside 8,I,mount,R,ran away,,R
1007,dark,3,2,twelve,5,1:07 PM,47220.00,109.12,8,J,mount,E,mount back,,E
1008,dark,3,2,twelve,5,1:07 PM,47220.00,109.12,8,E,mount,J,unknown,,J
1009,dark,3,2,twelve,5,1:10 PM,47400.00,109.17,outside 3,G,mount,L,,,L
1010,dark,3,2,twelve,5,1:10 PM,47400.00,109.17,2,G,mating,U,,,U
1011,dark,3,2,twelve,5,1:11 PM,47460.00,109.18,open,E,mount,W,,,W
1012,dark,3,2,twelve,5,1:12 PM,47520.00,109.20,open,D,mount,T,pressed against wall then ran away,,T
1013,dark,3,2,twelve,5,1:15 PM,47700.00,109.25,outside 1,K,mating,V,walking around,,V
1014,dark,3,2,twelve,5,1:16 PM,47760.00,109.27,open,J,mount,R,ran away,,R
1015,dark,3,2,twelve,5,1:19 PM,47940.00,109.32,10,H,mount,V,ran away and into shelter 11,,V
1016,dark,3,2,twelve,5,1:20 PM,48000.00,109.33,outside 1,F,mating,T,,,T
1017,dark,3,2,twelve,5,1:25 PM,48300.00,109.42,open,I,mating,P,,,P
1018,dark,3,2,twelve,5,1:28 PM,48480.00,109.47,1,F,mating,N,,,N
1019,dark,3,2,twelve,5,1:30 PM,48600.00,109.50,open,H,mating,Q,"ran around, tried to climb wall, flipped upside down",,Q
1020,dark,3,2,twelve,5,1:34 PM,48840.00,109.57,open,J,mount,R,ran away,,R
1021,dark,3,2,twelve,5,1:46 PM,49560.00,109.77,open,G,mount,V,ran away,,V
1022,dark,3,2,twelve,5,1:48 PM,49680.00,109.80,7,E,mount,R,pressed against wall,looks like .4 couldn't get under cause he was fed,R
1023,dark,3,2,twelve,5,2:00 PM,50400.00,110.00,open,B,mount,V,run away,,V
1024,dark,3,2,twelve,5,2:08 PM,50880.00,110.13,open,G,mount,S,ran away,,S
1025,dark,3,2,twelve,5,2:09 PM,50940.00,110.15,open,G,mount,S,stayed still then ran away,.6 got off on his own then 6. ran away,S
1026,dark,3,2,twelve,5,2:10 PM,51000.00,110.17,open,F,mount,S,,,S
1027,dark,3,2,twelve,5,2:14 PM,51240.00,110.23,open,J,mount,M,ran away,looked like .9 couldn't get under but he was trying to pin 0. down,M
1028,dark,3,2,twelve,5,2:16 PM,51360.00,110.27,open,B,mount,M,pushed against arena wall,,M
1029,dark,3,2,twelve,5,2:20 PM,51600.00,110.33,open,F,mount,U,,,U
1030,dark,3,2,twelve,5,2:21 PM,51660.00,110.35,open,B,mount,V,shaking vigorously ,,V
1031,dark,3,2,twelve,5,2:32 PM,52320.00,110.53,7,E,mount,V,shook him off,,V
1032,dark,3,2,twelve,5,2:32 PM,52320.00,110.53,7,E,mating,V,stayed still against wall,,V
1033,dark,3,2,twelve,5,2:34 PM,52440.00,110.57,open,H,mount,S,na,.7 got off on his own,S
1034,dark,3,2,twelve,5,2:34 PM,52440.00,110.57,open,H,mount,I,,,I
1035,dark,3,2,twelve,5,2:35 PM,52500.00,110.58,open,H,mount,I,,,I
1036,dark,3,2,twelve,5,2:36 PM,52560.00,110.60,open,H,mount,S,na,.7 got off on his own,S
1037,dark,3,2,twelve,5,2:41 PM,52860.00,110.68,mount,B,mount,P,na,,P
1038,dark,3,2,twelve,5,2:48 PM,53280.00,110.80,7,E,mating,M,,,M
1039,dark,3,2,twelve,5,3:12 PM,54720.00,111.20,outside 7,E,mating,R,walking around a bit,,R
1040,dark,3,2,twelve,5,3:21 PM,55260.00,111.35,3,L,mating,Q,,,Q
1041,dark,3,2,twelve,5,3:32 PM,55920.00,111.53,8,F,mount,R,na,looked like .5 couldn't get under,R
1042,dark,3,2,twelve,5,4:09 PM,58140.00,112.15,outside 9,F,mount,Q,stayed still then ran away,,Q
1043,dark,3,2,twelve,5,4:16 PM,58560.00,112.27,5,D,mount,R,ran away,,R
1044,dark,3,2,twelve,5,4:20 PM,58800.00,112.33,open,E,mount,Q,stayed still,looked like .4 couldn't get under,Q
1045,dark,3,2,twelve,5,4:26 PM,59160.00,112.43,outside 9,J,mount,W,"stayed still, then reentered shelter 9",,W
1046,dark,3,2,twelve,6,9:24 AM,33840.00,129.40,9,E,mount,J,N/A,".4 was on .9 and .9 started walking and .4 got off, then mounted",J
1047,dark,3,2,twelve,6,9:32 AM,34320.00,129.53,9,E,mount,J,N/A,,J
1048,dark,3,2,twelve,6,9:33 AM,34380.00,129.55,9,J,mount,E,N/A,,E
1049,dark,3,2,twelve,6,9:39 AM,34740.00,129.65,9,E,mount,J,N/A,,J
1050,dark,3,2,twelve,6,10:01 AM,36060.00,130.02,5,H,mount,X,N/A,,X
1051,dark,3,2,twelve,6,10:08 AM,36480.00,130.13,8,J,mount,C,N/A,shook on top,C
1052,dark,3,2,twelve,6,10:08 AM,36480.00,130.13,8,J,mount,C,N/A,,C
1053,dark,3,2,twelve,6,10:09 AM,36540.00,130.15,8,J,mount,C,N/A,,C
1054,dark,3,2,twelve,6,10:22 AM,37320.00,130.37,8,J,mount,C,N/A,touched :0 and :0 got off .2,C
1055,dark,3,2,twelve,6,10:27 AM,37620.00,130.45,8,J,mount,K,N/A,,K
1056,dark,3,2,twelve,6,10:28 AM,37680.00,130.47,8,K,mount,J,mounted .2,,J
1057,dark,3,2,twelve,6,10:28 AM,37680.00,130.47,8,J,mount,C,walked around,,C
1058,dark,3,2,twelve,6,10:34 AM,38040.00,130.57,8,K,mount,J,N/A,,J
1059,dark,3,2,twelve,6,10:39 AM,38340.00,130.65,9,K,mount,H,NA,,H
1060,dark,3,2,twelve,6,10:39 AM,38340.00,130.65,9,C,mount,K,unknown,:0 mounted .7 and .2 mounted :0,K
1061,dark,3,2,twelve,6,10:48 AM,38880.00,130.80,5,D,mount,X,N/A,,X
1062,dark,3,2,twelve,6,10:48 AM,38880.00,130.80,5,D,mount,H,N/A,,H
1063,dark,3,2,twelve,6,10:49 AM,38940.00,130.82,5,D,mount,X,N/A,,X
1064,dark,3,2,twelve,6,10:50 AM,39000.00,130.83,5,X,mount,D,N/A,,D
1065,dark,3,2,twelve,6,11:21 AM,40860.00,131.35,8,K,mount,C,na,,C
1066,dark,3,2,twelve,6,12:16 PM,44160.00,132.27,8,J,mount,C,na,,C
1067,dark,3,2,twelve,6,12:28 PM,44880.00,132.47,8,J,mount,C,na,na,C
1068,dark,3,2,twelve,6,12:33 PM`,#VALUE!,#VALUE!,8,J,mount,C,na,,C
1069,dark,3,2,twelve,6,1:08 PM,47280.00,133.13,8,K,mount,J,na,,J
1070,dark,3,2,twelve,6,1:20 PM,48000.00,133.33,1,G,mount,W,stayed still,,W
1071,dark,3,2,twelve,6,1:31 PM,48660.00,133.52,1,G,mating,W,walking around,,W
1072,dark,3,2,twelve,6,1:33 PM,48780.00,133.55,open,J,mating,R,"tried to run away at first, then stayed still",,R
1073,dark,3,2,twelve,6,1:41 PM,49260.00,133.68,11,F,mount,Q,pressed against wall,,Q
1074,dark,3,2,twelve,6,1:43 PM,49380.00,133.72,3,L,mount,J,na,,J
1075,dark,3,2,twelve,6,1:49 PM,49740.00,133.82,1,E,mating,W,,,W
1076,dark,3,2,twelve,6,2:42 PM,52920.00,134.70,outside 8,K,mating,W,running around,,W
1077,dark,3,2,twelve,6,3:11 PM,54660.00,135.18,8,C,mount,W,,,W
1078,dark,3,2,twelve,6,3:14 PM,54840.00,135.23,5,D,mount,X,ran away into another corner of the shelter,,X
1079,dark,3,2,twelve,6,3:19 PM,55140.00,135.32,1,G,mount,W,ran away and out of shelter,,W
1080,dark,3,2,twelve,6,4:06 PM,57960.00,136.10,8,F,mount,Q,ran away and out of shelter,,Q
1081,dark,3,2,twelve,6,4:26 PM,59160.00,136.43,5,H,mount,Q,ran into corner,,Q
1082,dark,3,2,twelve,6,4:32 PM,59520.00,136.53,12,I,mating,W,na,,W
1083,dark,4,2,two,1,8:32 AM,30720.00,8.53,2,E,mating,N,stayed still,,N
1084,dark,4,2,two,1,8:33 AM,30780.00,8.55,open,G,mating,P,walked around and into shelter 1,,P
1085,dark,4,2,two,1,8:34 AM,30840.00,8.57,open,L,mating,U,stayed still in big group of bedbugs at corner of arena,,U
1086,dark,4,2,two,1,8:34 AM,30840.00,8.57,1,D,mating,X,stayed still,,X
1087,dark,4,2,two,1,8:36 AM,30960.00,8.60,open,K,mating,T,walking around,,T
1088,dark,4,2,two,1,8:37 AM,31020.00,8.62,open,L,mating,R,,,R
1089,dark,4,2,two,1,8:37 AM,31020.00,8.62,open,C,mating,P,stayed still,,P
1090,dark,4,2,two,1,8:39 AM,31140.00,8.65,open,K,mating,T,"tried to run away at first, then walked around during mating",,T
1091,dark,4,2,two,1,8:42 AM,31320.00,8.70,open,L,mating,O,,,O
1092,dark,4,2,two,1,8:43 AM,31380.00,8.72,2,H,mating,N,stayed still,,N
1093,dark,4,2,two,1,8:44 AM,31440.00,8.73,open,I,mating,T,walking around,.2 tried to mount 7. while .8 was mating with her,T
1094,dark,4,2,two,1,8:44 AM,31440.00,8.73,open,C,mount,T,unknown,,T
1095,dark,4,2,two,1,8:45 AM,31500.00,8.75,1,G,mating,Q,stayed still,,Q
1096,dark,4,2,two,1,8:46 AM,31560.00,8.77,open,F,mating,R,stayed still,,R
1097,dark,4,2,two,1,8:47 AM,31620.00,8.78,open,C,mating,T,walking around,,T
1098,dark,4,2,two,1,8:48 AM,31680.00,8.80,open,L,mount,W,walking around,,W
1099,dark,4,2,two,1,8:57 AM,32220.00,8.95,open,K,mount,V,ran away,9. approached and bumped :0 first ,V
1100,dark,4,2,two,1,8:58 AM,32280.00,8.97,2,I,mating,Q,"upside down, staying still",,Q
1101,dark,4,2,two,1,9:06 AM,32760.00,9.10,1,G,mount,D,,,D
1102,dark,4,2,two,1,9:08 AM,32880.00,9.13,1,D,mating,W,staying still,,W
1103,dark,4,2,two,1,9:11 AM,33060.00,9.18,1,D,mount,G,shaking vigorously,,G
1104,dark,4,2,two,1,9:12 AM,33120.00,9.20,1,D,mount,G,shaking vigorously,looks like he's trying very hard to get .3 off,G
1105,dark,4,2,two,1,9:14 AM,33240.00,9.23,open,F,mating,W,walking around,,W
1106,dark,4,2,two,1,9:18 AM,33480.00,9.30,open,B,mating,X,walking around,,X
1107,dark,4,2,two,1,9:23 AM,33780.00,9.38,open,C,mating,V,stayed still,,V
1108,dark,4,2,two,1,9:26 AM,33960.00,9.43,open,G,mating,O,stayed still,,O
1109,dark,4,2,two,1,9:26 AM,33960.00,9.43,open,J,mount,P,ran away,,P
1110,dark,4,2,two,1,9:28 AM,34080.00,9.47,open,J,mount,W,ran away,,W
1111,dark,4,2,two,1,9:34 AM,34440.00,9.57,open,J,mating,M,walking around and entered shelter 1,,M
1112,dark,4,2,two,1,9:43 AM,34980.00,9.72,open,C,mount,W,ran away,,W
1113,dark,4,2,two,1,9:44 AM,35040.00,9.73,open,G,mount,D,shook a bit and ran away,,D
1114,dark,4,2,two,1,9:46 AM,35160.00,9.77,1,J,mount,S,stayed still,"looked like .9 couldn't get under, didn't seem like he was trying really hard tho",S
1115,dark,4,2,two,1,10:24 AM,37440.00,10.40,1,D,mount,W,"ran away, flipped upside down, frantically trying to flip backk over",,W
1116,dark,4,2,two,1,10:28 AM,37680.00,10.47,open,D,mount,V,ran away,,V
1117,dark,4,2,two,1,10:30 AM,37800.00,10.50,outside 2,H,mount,P,ran away,,P
1118,dark,4,2,two,1,10:32 AM,37920.00,10.53,open,D,mount,P,ran away,"prolonged mount but .3 couldn't get under, 3. was walking and shaking quite a bit",P
1119,dark,4,2,two,1,10:37 AM,38220.00,10.62,open,K,mount,P,ran around very fast,prolonged mount,P
1120,dark,4,2,two,1,10:40 AM,38400.00,10.67,outside 2,H,mount,U,ran away,,U
1121,dark,4,2,two,1,10:42 AM,38520.00,10.70,open,L,mount,X,,,X
1122,dark,4,2,two,1,11:04 AM,39840.00,11.07,open,H,mating,V,stayed still,,V
1123,dark,4,2,two,1,11:06 AM,39960.00,11.10,open,B,mating,O,stayed still in corner of arena,,O
1124,dark,4,2,two,1,11:11 AM,40260.00,11.18,outside 1,D,mount,W,ran around then into shelter 1 where .3 fell off,,W
1125,dark,4,2,two,1,11:19 AM,40740.00,11.32,open,L,mount,O,stayed still,,O
1126,dark,4,2,two,1,11:28 AM,41280.00,11.47,outside 1,J,mount,B,,,B
1127,dark,4,2,two,1,11:29 AM,41340.00,11.48,open,B,mount,V,ran away,,V
1128,dark,4,2,two,1,12:10 PM,43800.00,12.17,open,A,mount,O,,,O
1129,dark,4,2,two,1,12:15 PM,44100.00,12.25,1,J,mount,U,,,U
1130,dark,4,2,two,1,12:17 PM,44220.00,12.28,open,F,mount,N,running around vigorously ,".5 very large from feeding, can't seem to get under",N
1131,dark,4,2,two,1,12:17 PM,44220.00,12.28,open,J,mount,M,running all over arena,,M
1132,dark,4,2,two,1,12:20 PM,44400.00,12.33,open,C,mount,W,,.2 couldn't get under,W
1133,dark,4,2,two,1,12:21 PM,44460.00,12.35,open,F,mount,U,,.5 couldn't get under,U
1134,dark,4,2,two,1,12:21 PM,44460.00,12.35,open,A,mount,C,,,C
1135,dark,4,2,two,1,12:23 PM,44580.00,12.38,open,G,mount,M,ran away,,M
1136,dark,4,2,two,1,12:26 PM,44760.00,12.43,open,F,mount,Q,stayed still,seemed like .5 couldn't get under,Q
1137,dark,4,2,two,1,12:26 PM,44760.00,12.43,open,A,mount,Q,stayed still then ran away,seemed like .0 couldn't get under,Q
1138,dark,4,2,two,1,12:27 PM,44820.00,12.45,open,C,mount,P,,,P
1139,dark,4,2,two,1,12:29 PM,44940.00,12.48,open,C,mount,P,walked around,male couldn't get under,P
1140,dark,4,2,two,1,12:29 PM,44940.00,12.48,open,F,mount,U,"pressed against wall, then ran away",,U
1141,dark,4,2,two,1,12:30 PM,45000.00,12.50,open,C,mount,Q,stayed still then ran away,male couldn't get under,Q
1142,dark,4,2,two,1,12:31 PM,45060.00,12.52,open,F,mount,G,ran away,,G
1143,dark,4,2,two,1,12:33 PM,45180.00,12.55,open,B,mount,Q,,,Q
1144,dark,4,2,two,1,12:34 PM,45240.00,12.57,1,A,mount,P,ran away and out of shelter,,P
1145,dark,4,2,two,1,12:35 PM,45300.00,12.58,open,J,mount,H,,,H
1146,dark,4,2,two,1,12:36 PM,45360.00,12.60,open,J,mount,H,ran away,,H
1147,dark,4,2,two,1,12:36 PM,45360.00,12.60,open,B,mount,B,ran away,,B
1148,dark,4,2,two,1,12:37 PM,45420.00,12.62,open,C,mount,T,ran away,,T
1149,dark,4,2,two,1,12:38 PM,45480.00,12.63,open,F,mount,N,,male couldn't get under,N
1150,dark,4,2,two,1,12:39 PM,45540.00,12.65,open,H,mount,K,,,K
1151,dark,4,2,two,1,12:39 PM,45540.00,12.65,open,F,mount,S,ran away,,S
1152,dark,4,2,two,1,12:40 PM,45600.00,12.67,open,F,mount,U,walked away,,U
1153,dark,4,2,two,1,12:41 PM,45660.00,12.68,open,F,mount,U,ran away,,U
1154,dark,4,2,two,1,12:42 PM,45720.00,12.70,open,H,mount,P,stayed still,.7 couldn't get under,P
1155,dark,4,2,two,1,12:44 PM,45840.00,12.73,open,F,mount,R,stayed still then ran away,.5 couldn't get under,R
1156,dark,4,2,two,1,12:44 PM,45840.00,12.73,open,C,mating,N,ran around,,N
1157,dark,4,2,two,1,12:46 PM,45960.00,12.77,open,F,mount,T,"curled against wall, then ran away when .5 stopped",,T
1158,dark,4,2,two,1,12:48 PM,46080.00,12.80,open,H,mount,M,staysed still then ran away,male couldn't get under,M
1159,dark,4,2,two,1,1:00 PM,46800.00,13.00,open,J,mount,C,ran away,,C
1160,dark,4,2,two,1,1:10 PM,47400.00,13.17,2,E,mount,P,ran away to other side of shetler,,P
1161,dark,4,2,two,1,1:11 PM,47460.00,13.18,2,E,mount,U,ran away and out of shelter,,U
1162,dark,4,2,two,1,1:12 PM,47520.00,13.20,open,H,mount,N,ran away,,N
1163,dark,4,2,two,1,1:12 PM,47520.00,13.20,open,F,mating,M,stayed still,,M
1164,dark,4,2,two,1,1:14 PM,47640.00,13.23,open,H,mount,F,ran away,,F
1165,dark,4,2,two,1,1:16 PM,47760.00,13.27,open,J,mount,P,pressed against the arena wall,,P
1166,dark,4,2,two,1,1:20 PM,48000.00,13.33,open,F,mount,O,,,O
1167,dark,4,2,two,1,1:20 PM,48000.00,13.33,open,H,mount,O,,,O
1168,dark,4,2,two,1,1:22 PM,48120.00,13.37,open,F,mount,X,ran away,,X
1169,dark,4,2,two,1,1:22 PM,48120.00,13.37,open,H,mount,B,,,B
1170,dark,4,2,two,1,1:23 PM,48180.00,13.38,open,J,mount,V,walking around then walked away,couldn't get under,V
1171,dark,4,2,two,1,1:24 PM,48240.00,13.40,open,H,mount,P,ran away,,P
1172,dark,4,2,two,1,1:33 PM,48780.00,13.55,open,J,mount,U,,,U
1173,dark,4,2,two,1,1:38 PM,49080.00,13.63,open,J,mount,Q,stayed still,male couldn't get under,Q
1174,dark,4,2,two,1,1:40 PM,49200.00,13.67,open,H,mount,T,running around,male couldn't get under,T
1175,dark,4,2,two,1,1:42 PM,49320.00,13.70,open,E,mount,U,,,U
1176,dark,4,2,two,1,1:45 PM,49500.00,13.75,open,H,mount,D,,,D
1177,dark,4,2,two,1,2:06 PM,50760.00,14.10,open,H,mount,O,na,,O
1178,dark,4,2,two,1,2:08 PM,50880.00,14.13,open,H,mount,G,,,G
1179,dark,4,2,two,1,2:08 PM,50880.00,14.13,open,I,mount,Q,shaking and walking around,,Q
1180,dark,4,2,two,1,2:12 PM,51120.00,14.20,open,J,mount,M,,,M
1181,dark,4,2,two,1,2:13 PM,51180.00,14.22,open,H,mount,X,ran away,,X
1182,dark,4,2,two,1,2:14 PM,51240.00,14.23,open,H,mount,R,,,R
1183,dark,4,2,two,1,2:16 PM,51360.00,14.27,open,G,mount,F,walked away,,F
1184,dark,4,2,two,1,2:18 PM,51480.00,14.30,open,F,mating,S,walking around,,S
1185,dark,4,2,two,1,2:19 PM,51540.00,14.32,open,F,mount,D,ran away,,D
1186,dark,4,2,two,1,2:22 PM,51720.00,14.37,1,H,mount,A,,,A
1187,dark,4,2,two,1,2:23 PM,51780.00,14.38,open,H,mating,Q,,,Q
1188,dark,4,2,two,1,2:31 PM,52260.00,14.52,open,J,mount,P,stayed still,,P
1189,dark,4,2,two,1,2:37 PM,52620.00,14.62,open,G,mount,unknown,ran away,,NA
1190,dark,4,2,two,1,2:46 PM,53160.00,14.77,open,F,mount,Q,stayed still against arena wall,,Q
1191,dark,4,2,two,1,2:48 PM,53280.00,14.80,open,G,mount,P,stayed still,male couldn't get under,P
1192,dark,4,2,two,1,3:03 PM,54180.00,15.05,open,H,mount,S,na,,S
1193,dark,4,2,two,1,3:04 PM,54240.00,15.07,open,G,mount,W,mount,,W
1194,dark,4,2,two,1,3:04 PM,54240.00,15.07,open,K,mount,G,unknown,,G
1195,dark,4,2,two,1,3:05 PM,54300.00,15.08,open,G,mount,P,walked away after,,P
1196,dark,4,2,two,1,3:06 PM,54360.00,15.10,open,D,mount,Q,ran away,,Q
1197,dark,4,2,two,1,3:10 PM,54600.00,15.17,open,I,mount,N,,,N
1198,dark,4,2,two,1,3:12 PM,54720.00,15.20,open,J,mount,N,,,N
1199,dark,4,2,two,1,3:18 PM,55080.00,15.30,open,I,mount,Q,stayed still,,Q
1200,dark,4,2,two,1,3:21 PM,55260.00,15.35,open,J,mount,M,,,M
1201,dark,4,2,two,1,3:30 PM,55800.00,15.50,open,J,mount,P,,,P
1202,dark,4,2,two,1,3:35 PM,56100.00,15.58,open,A,mount,N,,,N
1203,dark,4,2,two,1,3:39 PM,56340.00,15.65,open,I,mount,W,,,W
1204,dark,4,2,two,1,3:42 PM,56520.00,15.70,open,A,mount,T,,,T
1205,dark,4,2,two,1,3:44 PM,56640.00,15.73,open,H,mount,O,na,,O
1206,dark,4,2,two,1,3:45 PM,56700.00,15.75,open,I,mount,V,ran away,,V
1207,dark,4,2,two,1,3:49 PM,56940.00,15.82,open,A,mount,Q,na,male couldn't get under,Q
1208,dark,4,2,two,1,4:05 PM,57900.00,16.08,open,H,mating,P,walking around,,P
1209,dark,4,2,two,1,4:14 PM,58440.00,16.23,open,G,mount,D,ran away,,D
1210,dark,4,2,two,1,4:21 PM,58860.00,16.35,open,F,mount,P,na,,P
1211,dark,4,2,two,1,4:29 PM,59340.00,16.48,open,G,mount,M,walking around and into corner,,M
1212,dark,4,2,two,1,4:33 PM,59580.00,16.55,open,L,mount,Q,,,Q
1213,dark,4,2,two,1,4:34 PM,59640.00,16.57,open,A,mating,P,shaking and walking around,,P
1214,dark,4,2,two,1,4:49 PM,60540.00,16.82,outside 2,D,mount,Q,ran away,,Q
1215,dark,4,2,two,2,9:55 AM,35700.00,33.92,2,D,mating,X,1: ran out of the shelter with .3 clinging unto her back ,,X
1216,dark,4,2,two,2,10:00 AM,36000.00,34.00,2,G,mount,D,moved around,now remain in contact ,D
1217,dark,4,2,two,2,10:01 AM,36060.00,34.02,2,G,mount,H,,left .3 now in contact with .7 ,H
1218,dark,4,2,two,2,10:20 AM,37200.00,34.33,2,G,mount,I,moved around,.6 left .7 to mount .8 in the aggregate ,I
1219,dark,4,2,two,2,10:33 AM,37980.00,34.55,2,E,mount,G,na,,G
1220,dark,4,2,two,2,10:33 AM,37980.00,34.55,2,E,mount,J,na,remained in contact ,J
1221,dark,4,2,two,2,10:38 AM,38280.00,34.63,2,I,mount,G,na,,G
1222,dark,4,2,two,2,10:38 AM,38280.00,34.63,2,I,mount,J,na,,J
1223,dark,4,2,two,2,10:42 AM,38520.00,34.70,2,E,mount,J,move away ,,J
1224,dark,4,2,two,2,10:42 AM,38520.00,34.70,2,J,mount,I,move away ,,I
1225,dark,4,2,two,2,10:43 AM,38580.00,34.72,2,J,mount,G,na,,G
1226,dark,4,2,two,2,10:44 AM,38640.00,34.73,2,I,mount,J,na,".6,.9,.8 now stacked ",J
1227,dark,4,2,two,2,10:47 AM,38820.00,34.78,2,J,mount,G,na,,G
1228,dark,4,2,two,2,10:48 AM,38880.00,34.80,2,D,mount,B,ran out of shelter ,,B
1229,dark,4,2,two,2,.10:52 AM,#VALUE!,#VALUE!,2,G,mating,Q,moved around but .6 held on ,,Q
1230,dark,4,2,two,2,10:53 AM,39180.00,34.88,2,I,mount,G,.6 ran ,,G
1231,dark,4,2,two,2,10:58 AM,39480.00,34.97,2,J,mount,B,na,,B
1232,dark,4,2,two,2,10:58 AM,39480.00,34.97,2,B,mount,G,na,,G
1233,dark,4,2,two,2,11:10 AM,40200.00,35.17,2,J,mount,G,na,,G
1234,dark,4,2,two,2,11:13 AM,40380.00,35.22,2,H,mount,G,na,stayed in contact,G
1235,dark,4,2,two,2,11:16 AM,40560.00,35.27,2,H,mount,J,na,,J
1236,dark,4,2,two,2,11:19 AM,40740.00,35.32,2,J,mount,H,moved away,,H
1237,dark,4,2,two,2,11:19 AM,40740.00,35.32,2,G,mount,J,na,stayed together ,J
1238,dark,4,2,two,2,11:27 AM,41220.00,35.45,2,I,mount,E,moved away ,,E
1239,dark,4,2,two,2,11:35 AM,41700.00,35.58,open,D,mount,R,ran away ,,R
1240,dark,4,2,two,2,11:37 AM,41820.00,35.62,open,B,mount,D,movd awa y,,D
1241,dark,4,2,two,2,11:38 AM,41880.00,35.63,2,J,mount,R,5. moved away ,,R
1242,dark,4,2,two,2,11:39 AM,41940.00,35.65,2,G,mount,J,na,,J
1243,dark,4,2,two,2,11:40 AM,42000.00,35.67,open ,B,mount,D,na,,D
1244,dark,4,2,two,2,11:44 AM,42240.00,35.73,2,G,mount,E,ran ,,E
1245,dark,4,2,two,2,11:45 AM,42300.00,35.75,open ,B,mount,D,na,,D
1246,dark,4,2,two,2,12:23 PM,44580.00,36.38,2,E,mount,G,na,,G
1247,dark,4,2,two,2,12:26 PM,44760.00,36.43,1,B,mating,U,tried to move around shelter,.1 clung on ,U
1248,dark,4,2,two,2,12:31 PM,45060.00,36.52,1,B,mount,T,ran out of shelter ,,T
1249,dark,4,2,two,2,12:33 PM,45180.00,36.55,2,G,mount,H,shook him off ,,H
1250,dark,4,2,two,2,12:36 PM,45360.00,36.60,open ,D,mating,U,"was pressed up against glass, tried to move away but couldn’t ",,U
1251,dark,4,2,two,2,12:40 PM,45600.00,36.67,2,I,mating,R,"tried to move around shelter, .8 clung on ",,R
1252,dark,4,2,two,2,12:41 PM,45660.00,36.68,2,G,mount,I,.8 remained untop of 5. ,,I
1253,dark,4,2,two,2,12:46 PM,45960.00,36.77,2,J,mount,G,na,,G
1254,dark,4,2,two,2,12:50 PM,46200.00,36.83,2,I,mount,J,na,,J
1255,dark,4,2,two,2,1:06 PM,47160.00,37.10,1,L,mating,T,ran out of shelter ,,T
1256,dark,4,2,two,2,1:07 PM,47220.00,37.12,1,F,mount,T,,,T
1257,dark,4,2,two,2,1:08 PM,47280.00,37.13,1,C,mount,F,,,F
1258,dark,4,2,two,2,1:26 PM,48360.00,37.43,1,C,mount,F,na,,F
1259,dark,4,2,two,2,1:27 PM,48420.00,37.45,1,A,mount,K,,,K
1260,dark,4,2,two,2,1:27 PM,48420.00,37.45,1,F,mount,A,,,A
1261,dark,4,2,two,2,1:34 PM,48840.00,37.57,1,F,mount,C,,,C
1262,dark,4,2,two,2,1:34 PM,48840.00,37.57,1,K,mount,F,,,F
1263,dark,4,2,two,2,1:42 PM,49320.00,37.70,1,F,mount,C,,,C
1264,dark,4,2,two,2,1:43 PM,49380.00,37.72,1,C,mount,A,,,A
1265,dark,4,2,two,2,1:43 PM,49380.00,37.72,2,E,mount,L,,,L
1266,dark,4,2,two,2,1:46 PM,49560.00,37.77,1,B,mount,D,,,D
1267,dark,4,2,two,2,1:46 PM,49560.00,37.77,1,C,mount,B,,,B
1268,dark,4,2,two,2,1:46 PM,49560.00,37.77,1,C,mount,K,,,K
1269,dark,4,2,two,2,1:46 PM,49560.00,37.77,1,K,mount,C,,,C
1270,dark,4,2,two,2,1:47 PM,49620.00,37.78,1,A,mount,D,,,D
1271,dark,4,2,two,2,1:48 PM,49680.00,37.80,1,A,mount,D,,,D
1272,dark,4,2,two,2,2:00 PM,50400.00,38.00,2,J,mount,H,,,H
1273,dark,4,2,two,2,2:01 PM,50460.00,38.02,2,J,mount,E,,,E
1274,dark,4,2,two,2,2:11 PM,51060.00,38.18,2,H,mount,E,,,E
1275,dark,4,2,two,2,2:16 PM,51360.00,38.27,2,L,mount,I,,,I
1276,dark,4,2,two,2,2:21 PM,51660.00,38.35,open,H,mating,U,,,U
1277,dark,4,2,two,2,2:22 PM,51720.00,38.37,open,D,mount,L,ran away ,,L
1278,dark,4,2,two,2,2:27 PM,52020.00,38.45,open,H,mating,O,stayed still,,O
1279,dark,4,2,two,2,2:28 PM,52080.00,38.47,2,I,mount,D,,,D
1280,dark,4,2,two,2,2:28 PM,52080.00,38.47,2,H,mount,D,,,D
1281,dark,4,2,two,2,2:28 PM,52080.00,38.47,2,E,mount,D,,,D
1282,dark,4,2,two,2,2:28 PM,52080.00,38.47,2,I,mount,D,,,D
1283,dark,4,2,two,2,2:29 PM,52140.00,38.48,2,G,mount,D,,,D
1284,dark,4,2,two,2,2:35 PM,52500.00,38.58,open,H,mating,X,running around,,X
1285,dark,4,2,two,2,2:41 PM,52860.00,38.68,open,B,mount,O,ran away ,,O
