,light_phase,network,block,treatment,day,time,time_sec,time_hour_abs,location,focal_individual,behaviour,social_partner,partner_response,notes,patch_partner
1608,dark,4,2,two,5,1:47 PM,49620.00,109.78,open,I,mount,X,ran away,,X
1609,dark,4,2,two,5,2:00 PM,50400.00,110.00,1,D,mount,T,,,T
1610,dark,4,2,two,5,2:02 PM,50520.00,110.03,open,I,mount,U,,male can't get under,U
1611,dark,4,2,two,5,2:02 PM,50520.00,110.03,1,K,mount,V,pressed against wall,,V
1612,dark,4,2,two,5,2:12 PM,51120.00,110.20,open,I,mount,M,,,M
1613,dark,4,2,two,5,2:25 PM,51900.00,110.42,open,I,mount,M,,,M
1614,dark,4,2,two,5,2:33 PM,52380.00,110.55,open,H,mount,X,,,X
1615,dark,4,2,two,5,2:38 PM,52680.00,110.63,2,A,mount,Q,walking aroind in shetler,,Q
1616,dark,4,2,two,5,2:44 PM,53040.00,110.73,open,I,mount,N,walking around,male can't get under,N
1617,dark,4,2,two,5,3:08 PM,54480.00,111.13,2,B,mount,F,na,,F
1618,dark,4,2,two,5,3:14 PM,54840.00,111.23,open,I,mount,R,,,R
1619,dark,4,2,two,5,3:17 PM,55020.00,111.28,open,G,mount,V,ran away,,V
1620,dark,4,2,two,5,3:17 PM,55020.00,111.28,open,I,mount,V,ran away,,V
1621,dark,4,2,two,5,3:18 PM,55080.00,111.30,open,G,mount,V,walking around,,V
1622,dark,4,2,two,5,3:19 PM,55140.00,111.32,open,H,mating,X,stayed still,,X
1623,dark,4,2,two,5,3:26 PM,55560.00,111.43,open,L,mount,O,stayed still,,O
1624,dark,4,2,two,5,3:28 PM,55680.00,111.47,open,I,mount,V,stayed still,,V
1625,dark,4,2,two,5,3:33 PM,55980.00,111.55,open,L,mount,O,,,O
1626,dark,4,2,two,5,3:41 PM,56460.00,111.68,open,I,mount,W,walking around,seems like .8 can't get under,W
1627,dark,4,2,two,5,3:45 PM,56700.00,111.75,open,I,mount,W,walking aound,,W
1628,dark,4,2,two,5,4:03 PM,57780.00,112.05,2,H,mating,Q,walking around in shelter,,Q
1629,dark,4,2,two,5,4:16 PM,58560.00,112.27,open,A,mount,P,,,P
1630,dark,4,2,two,5,4:24 PM,59040.00,112.40,open,I,mount,P,pressed against arena wall,,P
1631,dark,4,2,two,5,4:26 PM,59160.00,112.43,open,I,mount,P,,,P
1632,dark,4,2,two,5,4:41 PM,60060.00,112.68,open,H,mating,R,was on wall,,R
1633,dark,4,2,two,5,4:44 PM,60240.00,112.73,outside 1,K,mount,G,,mounted as .6 was passing then :0 re-entered shelter,G
1634,dark,4,2,two,5,5:02 PM,61320.00,113.03,2,J,mating,R,,,R
1635,dark,4,2,two,6,9:04 AM,32640.00,129.07,2,A,mount,S,N/A,"stayed on top, 6. started shaking at 9:06 AM got off at 9:06 AM, possibly a mating at 9:06",S
1636,dark,4,2,two,6,9:11 AM,33060.00,129.18,2,A,mount,X,ran into corner .0 got off at 9:12 AM,,X
1637,dark,4,2,two,6,9:14 AM,33240.00,129.23,2,H,mount,X,NA,,X
1638,dark,4,2,two,6,9:20 AM,33600.00,129.33,2,G,mount,I,NA,,I
1639,dark,4,2,two,6,9:21 AM,33660.00,129.35,2,I,mount,unknown,unknown,,NA
1640,dark,4,2,two,6,9:21 AM,33660.00,129.35,2,G,mount,I,NA,.8 was mounted on another bug I couldn’t see,I
1641,dark,4,2,two,6,9:21 AM,33660.00,129.35,2,I,mount,J,NA,,J
1642,dark,4,2,two,6,9:22 AM,33720.00,129.37,2,H,mount,A,NA,,A
1643,dark,4,2,two,6,9:23 AM,33780.00,129.38,2,B,mount,S,NA,,S
1644,dark,4,2,two,6,9:23 AM,33780.00,129.38,2,I,mount,J,NA,.0 mounted .8,J
1645,dark,4,2,two,6,9:23 AM,33780.00,129.38,2,A,mount,I,unknown,,I
1646,dark,4,2,two,6,9:32 AM,34320.00,129.53,2,I,mount,J,NA,,J
1647,dark,4,2,two,6,9:33 AM,34380.00,129.55,2,I,mount,J,NA,stayed on top till 9:36 AM,J
1648,dark,4,2,two,6,9:36 AM,34560.00,129.60,2,L,mount,J,NA,,J
1649,dark,4,2,two,6,9:39 AM,34740.00,129.65,outside 2,G,mount,P,walked into shelter then shook,".2 mounted .6, got off then 3. shook .6 off",P
1650,dark,4,2,two,6,9:39 AM,34740.00,129.65,outside 2,C,mount,G,unknown,".2 mounted .6, got off then 3. shook .6 off",G
1651,dark,4,2,two,6,9:40 AM,34800.00,129.67,2,I,mount,P,NA,,P
1652,dark,4,2,two,6,9:42 AM,34920.00,129.70,2,B,mount,G,NA,,G
1653,dark,4,2,two,6,9:43 AM,34980.00,129.72,2,H,mount,G,NA,,G
1654,dark,4,2,two,6,9:44 AM,35040.00,129.73,2,H,mount,B,NA,,B
1655,dark,4,2,two,6,9:44 AM,35040.00,129.73,2,G,mount,H,NA,,H
1656,dark,4,2,two,6,9:44 AM,35040.00,129.73,2,J,mount,L,NA,,L
1657,dark,4,2,two,6,10:06 AM,36360.00,130.10,2,C,mount,R,unknown,.4 mounted  and then .0,R
1658,dark,4,2,two,6,10:06 AM,36360.00,130.10,2,E,mount,C,unknown,,C
1659,dark,4,2,two,6,10:06 AM,36360.00,130.10,2,A,mount,E,unknown,,E
1660,dark,4,2,two,6,10:11 AM,36660.00,130.18,2,L,mount,M,ran into group of bugs In top right corner,,M
1661,dark,4,2,two,6,10:15 AM,36900.00,130.25,2,I,mount,P,moved into top right corner,,P
1662,dark,4,2,two,6,10:15 AM,36900.00,130.25,2,L,mount,M,Na,0. was shaking before,M
1663,dark,4,2,two,6,10:17 AM,37020.00,130.28,2,A,mount,E,NA,,E
1664,dark,4,2,two,6,10:24 AM,37440.00,130.40,2,A,mount,J,NA,,J
1665,dark,4,2,two,6,10:25 AM,37500.00,130.42,2,H,mount,X,1: ran into group of bugs,,X
1666,dark,4,2,two,6,10:25 AM,37500.00,130.42,2,A,mount,N,NA,,N
1667,dark,4,2,two,6,10:27 AM,37620.00,130.45,2,H,mount,G,NA,,G
1668,dark,4,2,two,6,10:27 AM,37620.00,130.45,2,I,mount,J,NA,,J
1669,dark,4,2,two,6,10:27 AM,37620.00,130.45,2,I,mount,E,NA,,E
1670,dark,4,2,two,6,10:29 AM,37740.00,130.48,2,J,mount,P,NA,,P
1671,dark,4,2,two,6,10:30 AM,37800.00,130.50,2,J,mount,P,NA,,P
1672,dark,4,2,two,6,10:37 AM,38220.00,130.62,2,H,mount,J,NA,3. walked across .9 causing .9 to move then .7 mounted,J
1673,dark,4,2,two,6,10:39 AM,38340.00,130.65,2,I,mount,I,NA,,I
1674,dark,4,2,two,6,10:47 AM,38820.00,130.78,2,E,mount,P,walked with .4 on top,.9 mounted,P
1675,dark,4,2,two,6,10:47 AM,38820.00,130.78,2,J,mount,E,unknown,,E
1676,dark,4,2,two,6,10:48 AM,38880.00,130.80,2,J,mount,P,NA,got off at 10:49 AM,P
1677,dark,4,2,two,6,10:50 AM,39000.00,130.83,2,J,mount,P,NA,,P
1678,dark,4,2,two,6,11:14 AM,40440.00,131.23,2,H,mount,E,na,,E
1679,dark,4,2,two,6,11:14 AM,40440.00,131.23,2,I,mount,H,na,,H
1680,dark,4,2,two,6,11:15 AM,40500.00,131.25,2,H,mount,I,na,,I
1681,dark,4,2,two,6,11:27 AM,41220.00,131.45,2,I,mount,G,na,,G
1682,dark,4,2,two,6,11:36 AM,41760.00,131.60,2,H,mount,G,moved towards exit ,,G
1683,dark,4,2,two,6,12:17 PM,44220.00,132.28,2,I,mating,N,na,remained in contact after,N
1684,dark,4,2,two,6,12:46 PM,45960.00,132.77,2,I,mount,H,na,,H
1685,dark,4,2,two,6,12:48 PM,46080.00,132.80,2,I,mount,U,move away ,,U
1686,dark,4,2,two,6,12:48 PM,46080.00,132.80,2,L,mount,I,na,now in contact ,I
1687,dark,4,2,two,6,1:07 PM,47220.00,133.12,2,I,mount,U,ran deeper into big group,,U
1688,dark,4,2,two,6,1:11 PM,47460.00,133.18,2,H,mount,I,,,I
1689,dark,4,2,two,6,1:11 PM,47460.00,133.18,2,E,mount,H,,,H
1690,dark,4,2,two,6,1:23 PM,48180.00,133.38,2,J,mount,R,,,R
1691,dark,4,2,two,6,1:24 PM,48240.00,133.40,2,H,mount,I,,,I
1692,dark,4,2,two,6,1:25 PM,48300.00,133.42,2,J,mount,R,,,R
1693,dark,4,2,two,6,1:40 PM,49200.00,133.67,2,J,mount,R,walking around,,R
1694,dark,4,2,two,6,2:07 PM,50820.00,134.12,open,G,mount,P,running around and shaking,,P
1695,dark,4,2,two,6,2:19 PM,51540.00,134.32,open,G,mount,P,,,P
1696,dark,4,2,two,6,2:36 PM,52560.00,134.60,open,G,mount,P,walking around arena,,P
1697,dark,4,2,two,6,2:45 PM,53100.00,134.75,2,L,mount,I,,,I
1698,dark,4,2,two,6,3:03 PM,54180.00,135.05,1,F,mount,G,,,G
1699,dark,4,2,two,6,3:04 PM,54240.00,135.07,1,G,mount,R,,,R
1700,dark,4,2,two,6,3:08 PM,54480.00,135.13,2,J,mount,B,,,B
1701,dark,4,2,two,6,3:13 PM,54780.00,135.22,1,F,mount,G,,,G
1702,dark,4,2,two,6,4:12 PM,58320.00,136.20,2,I,mount,K,,,K
1703,dark,4,2,two,6,4:20 PM,58800.00,136.33,1,D,mount,R,ran and pressed against shelter wall,,R
1704,dark,5,3,two,1,8:33 AM,30780.00,8.55,1,L,mating,U,staying still,,U
1705,dark,5,3,two,1,8:33 AM,30780.00,8.55,outside 2,K,mating,M,staying still,,M
1706,dark,5,3,two,1,8:35 AM,30900.00,8.58,open,F,mating,V,,,V
1707,dark,5,3,two,1,8:35 AM,30900.00,8.58,open,D,mating,S,,,S
1708,dark,5,3,two,1,8:35 AM,30900.00,8.58,open,H,mating,T,,,T
1709,dark,5,3,two,1,8:35 AM,30900.00,8.58,2,I,mount,X,walking around,male can't get under,X
1710,dark,5,3,two,1,8:40 AM,31200.00,8.67,open,E,mount,T,walked around and entered 1,,T
1711,dark,5,3,two,1,8:41 AM,31260.00,8.68,1,C,mount,T,ran away and against wall,,T
1712,dark,5,3,two,1,8:42 AM,31320.00,8.70,open,A,mating,W,,,W
1713,dark,5,3,two,1,8:44 AM,31440.00,8.73,2,I,mount,X,pressed against floor,male can't get under,X
1714,dark,5,3,two,1,8:46 AM,31560.00,8.77,open,H,mating,W,staying still; then walking around,,W
1715,dark,5,3,two,1,8:48 AM,31680.00,8.80,2,I,mount,X,pressed against floor,,X
1716,dark,5,3,two,1,8:50 AM,31800.00,8.83,1,D,mount,C,shook him off,,C
1717,dark,5,3,two,1,8:51 AM,31860.00,8.85,1,B,mount,R,,,R
1718,dark,5,3,two,1,8:53 AM,31980.00,8.88,2,I,mount,X,ran away and out of shelter,,X
1719,dark,5,3,two,1,9:05 AM,32700.00,9.08,1,J,mating,N,staying still,,N
1720,dark,5,3,two,1,9:09 AM,32940.00,9.15,2,I,mount,X,ran away,,X
1721,dark,5,3,two,1,9:10 AM,33000.00,9.17,1,L,mating,O,staying still,,O
1722,dark,5,3,two,1,9:11 AM,33060.00,9.18,1,C,mating,M,,,M
1723,dark,5,3,two,1,9:13 AM,33180.00,9.22,open,J,mating,O,,,O
1724,dark,5,3,two,1,9:22 AM,33720.00,9.37,open,J,mount,N,ran away,,N
1725,dark,5,3,two,1,9:25 AM,33900.00,9.42,open,D,mating,X,staying still,,X
1726,dark,5,3,two,1,9:29 AM,34140.00,9.48,open,D,mount,S,running around until .3 fell off,,S
1727,dark,5,3,two,1,9:31 AM,34260.00,9.52,open,A,mount,N,ran away,,N
1728,dark,5,3,two,1,9:33 AM,34380.00,9.55,outside 2,D,mount,K,ran away,,K
1729,dark,5,3,two,1,9:35 AM,34500.00,9.58,open,I,mount,P,staying still,trying to mate from left side,P
1730,dark,5,3,two,1,9:37 AM,34620.00,9.62,open,I,mount,P,running around,trying to mate from left side; now trying on right side but can't get under,P
1731,dark,5,3,two,1,9:38 AM,34680.00,9.63,open,L,mount,Q,,,Q
1732,dark,5,3,two,1,9:39 AM,34740.00,9.65,open,B,mating,Q,staying still,,Q
1733,dark,5,3,two,1,9:42 AM,34920.00,9.70,open,J,mount,S,running around,.9 struggling to hang on/get under,S
1734,dark,5,3,two,1,9:45 AM,35100.00,9.75,outside 2,G,mating,R,,,R
1735,dark,5,3,two,1,9:48 AM,35280.00,9.80,open,L,mount,P,,,P
1736,dark,5,3,two,1,9:50 AM,35400.00,9.83,open,I,mount,J,shaking .8 off,mounting from the left side,J
1737,dark,5,3,two,1,10:05 AM,36300.00,10.08,open,H,mount,R,ran away,,R
1738,dark,5,3,two,1,10:05 AM,36300.00,10.08,open,I,mount,W,running around,.8 can't get under,W
1739,dark,5,3,two,1,10:10 AM,36600.00,10.17,open,L,mount,N,ran away,,N
1740,dark,5,3,two,1,10:12 AM,36720.00,10.20,open,H,mount,P,ran away,,P
1741,dark,5,3,two,1,10:14 AM,36840.00,10.23,open,A,mount,P,staying still; against arena wall,male can't get under,P
1742,dark,5,3,two,1,10:31 AM,37860.00,10.52,open,G,mount,Q,ran around until male fell off,,Q
1743,dark,5,3,two,1,10:34 AM,38040.00,10.57,open,I,mount,X,staying still,trying to mate from left side,X
1744,dark,5,3,two,1,10:38 AM,38280.00,10.63,open,A,mount,X,ran away,,X
1745,dark,5,3,two,1,10:43 AM,38580.00,10.72,1,G,mount,T,walked around until 7. fell off,,T
1746,dark,5,3,two,1,10:46 AM,38760.00,10.77,open,D,mating,O,,,O
1747,dark,5,3,two,1,11:15 AM,40500.00,11.25,1,G,mount,F,na,,F
1748,dark,5,3,two,1,11:17 AM,40620.00,11.28,open,A,mount,M,ran away,,M
1749,dark,5,3,two,1,11:23 AM,40980.00,11.38,open,J,mount,T,,,T
1750,dark,5,3,two,1,11:24 AM,41040.00,11.40,open,K,mount,X,,,X
1751,dark,5,3,two,1,11:28 AM,41280.00,11.47,open,I,mount,W,staying still,trying to mate from the left side,W
1752,dark,5,3,two,1,11:31 AM,41460.00,11.52,open,I,mount,R,ran away,,R
1753,dark,5,3,two,1,11:31 AM,41460.00,11.52,open,I,mount,Q,walking around,trying to mate from the left side,Q
1754,dark,5,3,two,1,11:33 AM,41580.00,11.55,open,I,mount,Q,walking around,trying to mate from the left side,Q
1755,dark,5,3,two,1,11:37 AM,41820.00,11.62,open,I,mount,L,,,L
1756,dark,5,3,two,1,11:43 AM,42180.00,11.72,open,I,mount,W,stayed still for a bit then ran away,trying to mate from the left side,W
1757,dark,5,3,two,1,12:11 PM,43860.00,12.18,open,I,mount,Q,staying still against arena wall; then started running around until male fell off,trying to mate from the left side,Q
1758,dark,5,3,two,1,12:15 PM,44100.00,12.25,open,I,mount,J,,,J
1759,dark,5,3,two,1,12:22 PM,44520.00,12.37,open,I,mount,M,staying still against arena wall,trying to mate from the left side,M
1760,dark,5,3,two,1,12:23 PM,44580.00,12.38,open,I,mount,P,ran away,,P
1761,dark,5,3,two,1,12:25 PM,44700.00,12.42,open,I,mount,X,,,X
1762,dark,5,3,two,1,12:28 PM,44880.00,12.47,open,I,mount,T,,,T
1763,dark,5,3,two,1,12:31 PM,45060.00,12.52,open,I,mount,J,shaking .8 off then ran away,,J
1764,dark,5,3,two,1,12:32 PM,45120.00,12.53,open,J,mount,W,ran away,,W
1765,dark,5,3,two,1,12:35 PM,45300.00,12.58,open,I,mount,Q,ran away,trying to mate from the left side,Q
1766,dark,5,3,two,1,12:38 PM,45480.00,12.63,open,J,mount,T,ran away,,T
1767,dark,5,3,two,1,12:41 PM,45660.00,12.68,open,C,mount,L,ran away,,L
1768,dark,5,3,two,1,1:12 PM,47520.00,13.20,open,I,mount,M,stayed still for a bit then ran away,male was fed and couldn't get under,M
1769,dark,5,3,two,1,1:14 PM,47640.00,13.23,open,I,mount,W,running around then pinned against arena corner,male was fed and couldn't get under,W
1770,dark,5,3,two,1,1:18 PM,47880.00,13.30,open,C,mount,H,na,,H
1771,dark,5,3,two,1,1:20 PM,48000.00,13.33,open,K,mount,H,na,,H
1772,dark,5,3,two,1,1:32 PM,48720.00,13.53,open,I,mount,K,na,,K
1773,dark,5,3,two,1,1:40 PM,49200.00,13.67,open,I,mount,H,na,.8 fell off,H
1774,dark,5,3,two,1,1:43 PM,49380.00,13.72,outside 1,F,mount,S,ran away,,S
1775,dark,5,3,two,1,1:43 PM,49380.00,13.72,open,H,mount,X,stayed still for a bit then ran away,male couldn't get under,X
1776,dark,5,3,two,1,1:44 PM,49440.00,13.73,open,I,mount,X,running around,.8 can't get under and also attemping mating from left side,X
1777,dark,5,3,two,1,1:50 PM,49800.00,13.83,outside 1,F,mating,N,stayed still,,N
1778,dark,5,3,two,1,2:02 PM,50520.00,14.03,open,I,mount,R,running around,trying to mate from the left side,R
1779,dark,5,3,two,1,2:10 PM,51000.00,14.17,open,I,mount,P,staying still,.8 can't get under,P
1780,dark,5,3,two,1,2:14 PM,51240.00,14.23,open,F,mating,V,,,V
1781,dark,5,3,two,1,2:18 PM,51480.00,14.30,feeder,L,mount,M,staying still,,M
1782,dark,5,3,two,1,2:24 PM,51840.00,14.40,open,I,mount,V,walking around,trying to mate from the left side,V
1783,dark,5,3,two,1,2:26 PM,51960.00,14.43,open,G,mount,H,na,,H
1784,dark,5,3,two,1,2:27 PM,52020.00,14.45,open,I,mount,W,na,trying to mate from the left side and can't get under,W
1785,dark,5,3,two,1,2:29 PM,52140.00,14.48,open,I,mount,H,walked away,,H
1786,dark,5,3,two,1,2:32 PM,52320.00,14.53,outside 2,G,mount,C,ran into and then out of shelter,.6 chased after .2 around the shelter until .2 ran back out,C
1787,dark,5,3,two,1,2:46 PM,53160.00,14.77,open,I,mount,R,walking around then ran away,trying to mate from the left side,R
1788,dark,5,3,two,1,2:47 PM,53220.00,14.78,open,G,mount,S,ran away,,S
1789,dark,5,3,two,1,3:05 PM,54300.00,15.08,outside 1,N,mount,F,NA,,F
1790,dark,5,3,two,1,3:05 PM,54300.00,15.08,1,D,mount,G,.6 entered before,,G
1791,dark,5,3,two,1,3:06 PM,54360.00,15.10,1,G,mount,D,NA,,D
1792,dark,5,3,two,1,3:07 PM,54420.00,15.12,1,G,mount,T,NA,,T
1793,dark,5,3,two,1,3:09 PM,54540.00,15.15,out,I,mount,A,shook with him on top,,A
1794,dark,5,3,two,1,3:10 PM,54600.00,15.17,2,F,mount,I,NA,,I
1795,dark,5,3,two,1,3:11 PM,54660.00,15.18,out,B,mount,D,ran out from under,,D
1796,dark,5,3,two,1,3:12 PM,54720.00,15.20,open,B,mount,T,NA,,T
1797,dark,5,3,two,1,3:13 PM,54780.00,15.22,2,E,mount,M,NA then started walking at 3:15 PM,got off at 3:18 PM,M
1798,dark,5,3,two,1,3:14 PM,54840.00,15.23,open,L,mount,V,NA,started walking at 3:18 PM got off at 3:20 PM,V
1799,dark,5,3,two,1,3:16 PM,54960.00,15.27,open,I,mount,T,NA,,T
1800,dark,5,3,two,1,3:17 PM,55020.00,15.28,open,L,mating,N,walked around with :1 on top,,N
1801,dark,5,3,two,1,3:20 PM,55200.00,15.33,open,A,mount,U,NA,,U
1802,dark,5,3,two,1,3:21 PM,55260.00,15.35,open,I,mount,B,walked away,,B
1803,dark,5,3,two,1,3:22 PM,55320.00,15.37,open,L,mount,T,NA,,T
1804,dark,5,3,two,1,3:22 PM,55320.00,15.37,open,I,mount,U,walked around with .8 on top,,U
1805,dark,5,3,two,1,3:23 PM,55380.00,15.38,open,A,mount,W,NA,,W
1806,dark,5,3,two,1,3:23 PM,55380.00,15.38,2,E,mount,M,NA,,M
1807,dark,5,3,two,1,3:25 PM,55500.00,15.42,open,I,mount,S,walked around with .8 on top,,S
1808,dark,5,3,two,1,3:26 PM,55560.00,15.43,1,G,mount,N,NA,,N
1809,dark,5,3,two,1,3:26 PM,55560.00,15.43,1,D,mount,Q,NA,,Q
1810,dark,5,3,two,1,3:27 PM,55620.00,15.45,1,G,mount,N,walked around,,N
1811,dark,5,3,two,1,3:27 PM,55620.00,15.45,2,M,mount,V,NA,,V
1812,dark,5,3,two,1,3:28 PM,55680.00,15.47,outside 2,I,mount,S,NA then started walking,got off at 3:31 PM,S
1813,dark,5,3,two,1,3:29 PM,55740.00,15.48,1,Q,mount,G,.6 moved out from under,,G
1814,dark,5,3,two,1,3:30 PM,55800.00,15.50,open,L,mount,V,NA,,V
1815,dark,5,3,two,1,3:31 PM,55860.00,15.52,open,A,mount,R,NA,,R
1816,dark,5,3,two,1,3:34 PM,56040.00,15.57,open,A,mount,V,NA,,V
1817,dark,5,3,two,1,3:35 PM,56100.00,15.58,open,B,mount,M,NA,,M
1818,dark,5,3,two,1,3:36 PM,56160.00,15.60,open,A,mount,V,NA then started walking,9. was on top of .7,V
1819,dark,5,3,two,1,3:38 PM,56280.00,15.63,2,J,mount,E,NA,,E
1820,dark,5,3,two,1,3:39 PM,56340.00,15.65,open,B,mount,R,NA,,R
1821,dark,5,3,two,1,3:40 PM,56400.00,15.67,open,A,mating,V,NA,,V
1822,dark,5,3,two,1,3:40 PM,56400.00,15.67,2,E,mount,J,NA,,J
1823,dark,5,3,two,1,3:41 PM,56460.00,15.68,1,K,mount,I,NA,,I
1824,dark,5,3,two,1,3:41 PM,56460.00,15.68,open,O,mount,R,NA,,R
1825,dark,5,3,two,1,3:42 PM,56520.00,15.70,open,B,mount,N,NA,,N
1826,dark,5,3,two,1,3:43 PM,56580.00,15.72,1,I,mount,Q,"moved away, .8 did not get on",,Q
1827,dark,5,3,two,1,3:44 PM,56640.00,15.73,open,T,mount,L,NA then walked out from under at 3:45 PM,,L
1828,dark,5,3,two,1,3:46 PM,56760.00,15.77,open,F,mount,O,NA,,O
1829,dark,5,3,two,1,3:46 PM,56760.00,15.77,open,D,mount,P,NA,,P
1830,dark,5,3,two,1,3:47 PM,56820.00,15.78,open,I,mount,F,NA,,F
1831,dark,5,3,two,1,3:49 PM,56940.00,15.82,open,H,mount,Q,NA,4. was on wall,Q
1832,dark,5,3,two,1,3:50 PM,57000.00,15.83,open,I,mount,F,NA,,F
1833,dark,5,3,two,1,4:05 PM,57900.00,16.08,1,I,mount,G,NA,,G
1834,dark,5,3,two,1,4:06 PM,57960.00,16.10,1,I,mount,G,NA,,G
1835,dark,5,3,two,1,4:07 PM,58020.00,16.12,open,L,mount,T,NA,,T
1836,dark,5,3,two,1,4:07 PM,58020.00,16.12,2,E,mount,J,NA,,J
1837,dark,5,3,two,1,4:08 PM,58080.00,16.13,2,E,mount,J,ran and shook,,J
1838,dark,5,3,two,1,4:08 PM,58080.00,16.13,open,H,mount,V,shook,,V
1839,dark,5,3,two,1,4:10 PM,58200.00,16.17,open,I,mount,F,walked into 1,,F
1840,dark,5,3,two,1,4:11 PM,58260.00,16.18,open,K,mount,D,ran away,,D
1841,dark,5,3,two,1,4:11 PM,58260.00,16.18,open,I,mount,M,NA then walked into 1,,M
1842,dark,5,3,two,1,4:12 PM,58320.00,16.20,open,H,mount,O,NA until other bugs approached then 2. ran away,,O
1843,dark,5,3,two,1,4:15 PM,58500.00,16.25,1,I,mount,G,NA,,G
1844,dark,5,3,two,1,4:16 PM,58560.00,16.27,open,H,mount,V,NA,,V
1845,dark,5,3,two,1,4:18 PM,58680.00,16.30,open,J,mount,R,NA,,R
1846,dark,5,3,two,1,4:19 PM,58740.00,16.32,open,J,mount,S,NA,,S
1847,dark,5,3,two,1,4:20 PM,58800.00,16.33,open,D,mount,V,NA,,V
1848,dark,5,3,two,1,4:21 PM,58860.00,16.35,open,T,mount,R,NA,5. was on wall,R
1849,dark,5,3,two,1,4:21 PM,58860.00,16.35,open,H,mount,V,ran out from under,,V
1850,dark,5,3,two,1,4:22 PM,58920.00,16.37,1,G,mount,I,moved away,,I
1851,dark,5,3,two,1,4:23 PM,58980.00,16.38,2,E,mount,C,NA,,C
1852,dark,5,3,two,1,4:23 PM,58980.00,16.38,open,L,mount,Q,NA,,Q
1853,dark,5,3,two,1,4:25 PM,59100.00,16.42,open,R,mount,X,walked around,,X
1854,dark,5,3,two,1,4:26 PM,59160.00,16.43,open,H,mount,T,NA,7. was on wall,T
1855,dark,5,3,two,1,4:29 PM,59340.00,16.48,open,J,mount,U,NA,,U
1856,dark,5,3,two,1,4:31 PM,59460.00,16.52,open,I,mount,V,"walked around, into corner","got under at 4:34 PM, .7 mounted at 4:36 PM and 9. got out",V
1857,dark,5,3,two,1,4:32 PM,59520.00,16.53,open,X,mount,S,NA,,S
1858,dark,5,3,two,1,4:36 PM,59760.00,16.60,open,I,mount,H,NA,,H
1859,dark,5,3,two,1,4:37 PM,59820.00,16.62,open,I,mount,H,NA,,H
1860,dark,5,3,two,1,4:38 PM,59880.00,16.63,open,J,mount,Q,NA,,Q
1861,dark,5,3,two,1,4:39 PM,59940.00,16.65,open,I,mount,Q,"walked around, climbed wall at 4:41 PM and.8 got off",,Q
1862,dark,5,3,two,1,4:41 PM,60060.00,16.68,open,I,mount,Q,NA,got iff at 4:43 PM,Q
1863,dark,5,3,two,1,4:44 PM,60240.00,16.73,open,I,mount,R,NA,,R
1864,dark,5,3,two,1,4:44 PM,60240.00,16.73,open,I,mount,U,NA,,U
1865,dark,5,3,two,1,4:44 PM,60240.00,16.73,open,B,mount,D,NA,,D
1866,dark,5,3,two,1,4:46 PM,60360.00,16.77,outside 1,K,mount,H,NA,,H
1867,dark,5,3,two,1,4:46 PM,60360.00,16.77,1,G,mount,H,NA,,H
1868,dark,5,3,two,1,4:47 PM,60420.00,16.78,open,D,mount,T,NA,,T
1869,dark,5,3,two,2,9:25 AM,33900.00,33.42,2,L,mount,X,,,X
1870,dark,5,3,two,2,9:26 AM,33960.00,33.43,2,I,mount,X,,,X
1871,dark,5,3,two,2,9:31 AM,34260.00,33.52,2,B,mount,I,,,I
1872,dark,5,3,two,2,9:44 AM,35040.00,33.73,2,C,mating,U,,,U
1873,dark,5,3,two,2,9:45 AM,35100.00,33.75,2,H,mount,S,,,S
1874,dark,5,3,two,2,9:46 AM,35160.00,33.77,2,H,mount,C,,,C
1875,dark,5,3,two,2,9:46 AM,35160.00,33.77,2,H,mount,C,,,C
1876,dark,5,3,two,2,9:47 AM,35220.00,33.78,2,H,mating,S,,,S
1877,dark,5,3,two,2,9:49 AM,35340.00,33.82,2,L,mount,I,,,I
1878,dark,5,3,two,2,9:50 AM,35400.00,33.83,2,I,mount,L,,,L
1879,dark,5,3,two,2,10:10 AM,36600.00,34.17,2,H,mount,I,,,I
1880,dark,5,3,two,2,10:18 AM,37080.00,34.30,1,D,mount,O,,,O
1881,dark,5,3,two,2,10:19 AM,37140.00,34.32,1,G,mount,O,,,O
1882,dark,5,3,two,2,10:24 AM,37440.00,34.40,1,D,mount,I,,,I
1883,dark,5,3,two,2,10:26 AM,37560.00,34.43,1,I,mount,K,,,K
1884,dark,5,3,two,2,10:27 AM,37620.00,34.45,1,D,mount,I,,,I
1885,dark,5,3,two,2,10:32 AM,37920.00,34.53,1,I,mount,J,,,J
1886,dark,5,3,two,2,10:32 AM,37920.00,34.53,1,I,mount,V,,,V
1887,dark,5,3,two,2,10:34 AM,38040.00,34.57,1,J,mount,I,,,I
1888,dark,5,3,two,2,10:44 AM,38640.00,34.73,1,D,mount,I,,,I
1889,dark,5,3,two,2,10:44 AM,38640.00,34.73,1,I,mount,V,,,V
1890,dark,5,3,two,2,10:45 AM,38700.00,34.75,1,K,mount,D,,,D
1891,dark,5,3,two,2,10:46 AM,38760.00,34.77,1,G,mount,K,,,K
1892,dark,5,3,two,2,10:47 AM,38820.00,34.78,1,I,mount,J,,,J
1893,dark,5,3,two,2,11:08 AM,40080.00,35.13,1,I,mount,R,"running around, disturbing everyone else in the shelter",male trying to mate from the left side,R
1894,dark,5,3,two,2,11:10 AM,40200.00,35.17,1,J,mount,I,shaking male off,,I
