,network,block,treatment,day,time_hour_abs,focal_individual,behaviour,social_partner,partner_response,notes,partner_sex,mating_recency
1043,4,2,two,4,84.75,K,mount,M,unknown,,female,0.17
1044,4,2,two,3,63.43,C,mount,Q,ran away,,female,49.05
1045,4,2,two,3,63.17,A,mount,P,walked around,,female,0.52
1046,4,2,two,3,63.32,F,mount,P,walked away,,female,0.67
1047,4,2,two,4,84.15,G,mount,N,N/A,,female,0.45
1048,4,2,two,4,84.38,I,mount,N,N/A,,female,0.68
1049,4,2,two,4,84.42,J,mount,W,walked around,stayed on until,female,75.19
1050,4,2,two,4,84.78,H,mount,W,climbed onto wall,,female,75.55
1051,4,2,two,4,84.6,H,mount,N,N/A,,female,0.9
1052,4,2,two,2,38.68,B,mount,O,ran away ,,female,0.23
1053,4,2,two,3,61.6,C,mount,R,,,female,2
1054,4,2,two,2,39.68,B,mount,O,stayed still,,female,1.23
1055,4,2,two,4,84.63,G,mount,N,N/A,,female,0.93
1056,4,2,two,4,82.03,E,mount,Q,walked with .4 on top,,female,67.65
1057,4,2,two,3,58.43,L,mount,S,move away,,female,17.42
1058,4,2,two,3,63.12,G,mount,R,walked around a bit,,female,3.52
1059,4,2,two,4,83.2,L,mount,Q,N/A,.5 mounted :1,female,68.82
1060,4,2,two,3,61.83,C,mount,X,na,male can't get under,female,23.25
1061,4,2,two,3,62.65,I,mount,X,,,female,24.07
1062,4,2,two,4,84.82,I,mount,M,N/A,,female,0.24
1063,4,2,two,4,87.03,D,mount,W,,,female,77.8
1064,4,2,two,5,105.58,H,mount,unknown,ran out of shelter into enterance,,female,N/A
1065,4,2,two,4,85.58,I,mount,N,went to corner of the arena,,female,1.88
1066,4,2,two,3,63.38,B,mating,P,walked around a bit,,female,0.73
1067,4,2,two,3,63.58,C,mount,P,ran away,,female,0.2
1068,4,2,two,3,63.8,J,mount,R,walked back into shelter,,female,4.2
1069,4,2,two,3,63.77,G,mount,P,,,female,0.39
1070,4,2,two,4,87.67,H,mating,W,running around,,female,78.44
1071,4,2,two,4,89.2,G,mount,W,NA,,female,1.53
1072,4,2,two,4,85.65,A,mount,N,ran away and out of shelter,,female,1.95
1073,4,2,two,4,84.77,J,mount,R,walked further into group of bugs,,female,25.17
1074,4,2,two,2,39.82,B,mount,O,ran away ,,female,1.37
1075,4,2,two,3,62.58,D,mating,S,,,female,21.57
1076,4,2,two,4,88.07,J,mount,R,walking around in shelter,,female,28.47
1077,4,2,two,3,63.08,B,mount,S,,male can't get under,female,0.5
1078,4,2,two,3,63.37,D,mount,S,na,,female,0.79
1079,4,2,two,5,105.48,F,mount,X,walked around,,female,66.9
1080,4,2,two,3,64.3,D,mount,S,ran away and left shelter,,female,1.72
1081,4,2,two,4,79.16,F,mount,S,shook,was shaking before mount,female,16.58
1082,4,2,two,5,105.55,B,mount,M,N/A,,female,20.97
1083,4,2,two,4,83.23,B,mount,Q,walked around,,female,68.85
1084,4,2,two,5,105.52,H,mount,X,"walked around, shook, pressed .7 into wall and floor",got off at 9:33 AM,female,66.94
1085,4,2,two,5,107.63,H,mating,M,N/A,got off at 11:39 AM,female,23.05
1086,4,2,two,4,88.05,B,mount,O,,,female,49.6
1087,4,2,two,5,98.51,A,mount,R,shook,,female,38.91
1088,4,2,two,4,85.13,C,mating,Q,,,female,70.75
1089,4,2,two,3,65.1,B,mount,V,NA,,female,54.03
1090,4,2,two,5,107.42,D,mating,X,ran away with .3 on top,,female,68.84
1091,4,2,two,5,108.08,H,mating,M,walked around with .7 on top,,female,0.45
1092,4,2,two,5,105.42,B,mount,R,,,female,45.82
1093,4,2,two,5,106.48,P,mount,R,N/A,,female,46.88
1094,4,2,two,4,87.72,A,mount,N,walking around in shelter,,female,4.02
1095,4,2,two,3,61.37,C,mount,U,,,female,1.35
1096,4,2,two,4,88.57,B,mating,N,walking around,,female,4.87
1097,4,2,two,5,108.45,H,mount,M,walked around,,female,0.82
1098,4,2,two,5,98.36,I,mount,W,NA,difficult to see if it's :0 or 0:,female,10.69
1099,4,2,two,5,107.73,D,mount,X,N/A,,female,0.31
1100,4,2,two,3,61.8,G,mating,U,,,female,1.78
1101,4,2,two,4,88.47,B,mating,O,stayed still,,female,50.02
1102,4,2,two,4,88.63,B,mount,Q,stayed still,,female,3.5
1103,4,2,two,4,89.14,J,mating,Q,NA,,female,4.01
1104,4,2,two,3,62.55,G,mount,U,ran into corner and pressed against wall,,female,0.75
1105,4,2,two,5,107.08,C,mount,R,5. shook .2 off,,female,47.48
1106,4,2,two,5,108.6,H,mount,U,N/A,,female,46.8
1107,4,2,two,4,73.27,E,mount,V,NA,,female,62.2
1108,4,2,two,3,64.25,D,mount,P,ran away and left shelter,,female,0.87
1109,4,2,two,5,107.32,L,mount,R,ran into corner,,female,47.72
1110,4,2,two,5,98.04,I,mount,N,NA,,female,9.47
1111,4,2,two,4,85.45,F,mating,P,,,female,22.07
1112,4,2,two,4,79.16,E,mount,S,shook,still was shaking,female,16.58
1113,4,2,two,5,109.72,I,mount,T,ran away,,female,49.02
1114,4,2,two,5,108.33,H,mount,X,N/A,,female,0.91
1115,4,2,two,5,110,D,mount,T,,,female,49.3
1116,4,2,two,5,109.18,E,mount,U,ran away,,female,47.38
1117,4,2,two,4,82.2,G,mount,V,moved away,,female,71.13
1118,4,2,two,5,108.77,A,mating,M,N/A,,female,1.14
1119,4,2,two,5,110.2,I,mount,M,,,female,1.43
1120,4,2,two,5,108.8,H,mount,X,N/A,,female,1.38
1121,4,2,two,5,105.47,H,mount,Q,N/A,,female,16.33
1122,4,2,two,5,98.04,K,mount,N,NA,,female,9.47
1123,4,2,two,5,108.17,K,mount,R,N/A,,female,48.57
1124,4,2,two,4,82.47,G,mount,V,N/A,,female,71.4
1125,4,2,two,4,82.48,F,mount,V,N/A,9. had mounted .2,female,71.41
1126,4,2,two,4,82.52,L,mount,V,N/A,,female,71.45
1127,4,2,two,5,109.78,I,mount,X,ran away,,female,2.36
1128,4,2,two,5,98.68,A,mount,O,,,female,10.21
1129,4,2,two,4,82.55,G,mount,V,N/A,,female,71.48
1130,4,2,two,5,102.61,A,mount,O,ran away and shook,,female,14.14
1131,4,2,two,5,99.56,I,mount,W,NA,,female,11.89
1132,4,2,two,5,105.58,H,mount,W,ran to other side of shelter and shook,,female,17.91
1133,4,2,two,5,107.7,K,mount,Q,N/A,,female,18.56
1134,4,2,two,4,85.47,E,mount,P,was still getting mated with by .5,,female,0.02
1135,4,2,two,5,106.32,C,mating,P,turned around in place,stayed mounted till 10:22 AM,female,20.87
1136,4,2,two,5,106.45,F,mount,P,walked into wall ,,female,0.13
1137,4,2,two,5,108.55,F,mount,R,N/A,,female,48.95
1138,4,2,two,5,108.57,L,mount,R,N/A,.5 still on 5.,female,48.97
1139,4,2,two,4,79.16,H,mount,S,shook,still was shaking,female,16.58
1140,4,2,two,5,110.55,H,mount,X,,,female,3.13
1141,4,2,two,5,111.32,H,mating,X,stayed still,,female,3.9
1142,4,2,two,6,129.35,I,mount,unknown,unknown,,female,N/A
1143,4,2,two,5,105.32,H,mount,S,N/A,,female,42.74
1144,4,2,two,5,106.53,F,mount,P,pressed into corner,,female,0.21
1145,4,2,two,5,109.35,H,mount,P,,,female,3.03
1146,4,2,two,5,109.27,J,mount,R,shaking,,female,49.67
1147,4,2,two,5,110.42,I,mount,M,,,female,1.65
1148,4,2,two,5,109.53,H,mount,P,,,female,3.21
1149,4,2,two,6,130.18,L,mount,M,ran into group of bugs In top right corner,,female,21.41
1150,4,2,two,5,113.03,J,mount,X,ran away into shelter,,female,1.71
1151,4,2,two,5,98.25,J,mating,N,walked around,male got off at 22:36,female,9.68
1152,4,2,two,5,112.27,A,mount,P,,,female,5.95
1153,4,2,two,5,112.4,I,mount,P,pressed against arena wall,,female,6.08
1154,4,2,two,5,112.43,I,mount,P,,,female,6.11
1155,4,2,two,5,113.1,J,mount,P,shook,may have been shaking before,female,6.78
1156,4,2,two,5,113.11,A,mount,P,,,female,6.79
1157,4,2,two,5,98.3,L,mount,N,NA,,female,0.05
1158,4,2,two,5,109.25,J,mount,U,pressed against wall,,female,47.45
1159,4,2,two,5,109.28,J,mount,U,pressed against wall,,female,47.48
1160,4,2,two,5,109.42,J,mating,R,walked out of shelter,walked back into shelter about 5 min later,female,49.82
1161,4,2,two,5,111.23,I,mount,R,,,female,1.81
1162,4,2,two,5,112.68,H,mating,R,was on wall,,female,3.26
1163,4,2,two,6,129.65,G,mount,P,walked into shelter then shook,".2 mounted .6, got off then 3. shook .6 off",female,23.33
1164,4,2,two,6,129.67,I,mount,P,NA,,female,23.35
1165,4,2,two,6,130.25,I,mount,P,moved into top right corner,,female,23.93
1166,4,2,two,5,113.03,J,mating,R,,,female,0.35
1167,4,2,two,6,130.1,C,mount,R,unknown,.4 mounted  and then .0,female,17.07
1168,4,2,two,6,133.38,J,mount,R,,,female,20.35
1169,4,2,two,5,110.03,I,mount,U,,male can't get under,female,48.23
1170,4,2,two,6,132.8,I,mount,U,move away ,,female,71
1171,4,2,two,6,133.12,I,mount,U,ran deeper into big group,,female,71.32
1172,4,2,two,5,98.61,G,mount,N,NA,"male got off at 8:52, could be mating",female,0.36
1173,4,2,two,4,83.3,B,mount,V,N/A,,female,72.23
1174,4,2,two,6,130.48,J,mount,P,NA,,female,24.16
1175,4,2,two,5,108.25,H,mount,Q,N/A,,female,19.11
1176,4,2,two,6,130.25,L,mount,M,Na,0. was shaking before,female,21.48
1177,4,2,two,6,133.42,J,mount,R,,,female,20.39
1178,4,2,two,5,113.03,J,mount,X,ran out of shelter,,female,1.71
1179,4,2,two,5,107.23,G,mount,O,N/A,,female,18.76
1180,4,2,two,6,130.5,J,mount,P,NA,,female,24.18
1181,4,2,two,4,84.8,F,mount,V,,,female,73.73
1182,4,2,two,5,107.3,E,mount,S,N/A,,female,44.72
1183,4,2,two,5,113.04,I,mount,X,shook,,female,1.72
1184,4,2,two,5,106.62,L,mount,W,moved into corner,,female,18.95
1185,4,2,two,5,107.33,E,mount,S,N/A,,female,44.75
1186,4,2,two,5,107.33,E,mount,S,N/A,,female,44.75
1187,4,2,two,5,97.22,I,mount,V,NA,,female,86.15
1188,4,2,two,6,130.78,E,mount,P,walked with .4 on top,.9 mounted,female,24.46
1189,4,2,two,5,97.9,A,mount,V,burrowed into group,,female,86.83
1190,4,2,two,5,98.36,I,mount,V,NA,male got off quickly,female,87.29
1191,4,2,two,5,98.38,I,mount,V,walked around,,female,87.31
1192,4,2,two,5,108.15,W,mount,O,N/A,,female,19.68
1193,4,2,two,5,109.2,L,mount,Q,ran away,,female,20.06
1194,4,2,two,5,109.2,C,mount,Q,ran away,,female,20.06
1195,4,2,two,5,110.63,A,mount,Q,walking aroind in shetler,,female,21.49
1196,4,2,two,5,98.97,I,mount,N,shook and walked into group,"possible mating, male seemed to rearrange and stayed on until 33:25",female,0.72
1197,4,2,two,5,112.05,H,mating,Q,walking around in shelter,,female,22.91
1198,4,2,two,6,130.8,J,mount,P,NA,got off at 10:49 AM,female,24.48
1199,4,2,two,6,130.83,J,mount,P,NA,,female,24.51
1200,4,2,two,5,109.18,A,mount,O,,,female,20.71
1201,4,2,two,5,107.6,E,mount,S,N/A,,female,45.02
1202,4,2,two,5,107.6,E,mating,S,ran into corner,,female,45.02
1203,4,2,two,5,98.47,I,mount,V,NA,"difficult to see if it's a mating or mount, male stayed stacked for a long time",female,87.4
1204,4,2,two,6,133.67,J,mount,R,walking around,,female,20.64
1205,4,2,two,6,135.07,G,mount,R,,,female,22.04
1206,4,2,two,5,99.29,I,mating,N,moved into group,,female,1.04
1207,4,2,two,5,105.7,L,mount,N,N/A,,female,6.41
1208,4,2,two,5,100.17,I,mating,V,,,female,89.1
1209,4,2,two,6,134.12,G,mount,P,running around and shaking,,female,27.8
1210,4,2,two,2,#VALUE!,G,mating,Q,moved around but .6 held on ,,female,N/A
1211,4,2,two,5,106.75,E,mount,W,ran into enterance,,female,19.08
1212,4,2,two,5,108.3,H,mount,V,N/A,,female,8.13
1213,4,2,two,5,108.8,H,mount,W,N/A,,female,21.13
1214,4,2,two,5,109.7,J,mount,S,"running around, went to corner of shelter; pressed against corner",,female,2.1
1215,4,2,two,6,129.07,A,mount,S,N/A,"stayed on top, 6. started shaking at 9:06 AM got off at 9:06 AM, possibly a mating at 9:06",female,21.47
1216,4,2,two,6,129.38,B,mount,S,NA,,female,21.78
1217,4,2,two,5,111.43,L,mount,O,stayed still,,female,22.96
1218,4,2,two,6,129.18,A,mount,X,ran into corner .0 got off at 9:12 AM,,female,17.86
1219,4,2,two,6,129.23,H,mount,X,NA,,female,17.91
1220,4,2,two,6,134.32,G,mount,P,,,female,28
1221,4,2,two,6,134.6,G,mount,P,walking around arena,,female,28.28
1222,4,2,two,5,111.55,L,mount,O,,,female,23.08
1223,4,2,two,5,109.33,H,mount,V,ran away,,female,9.16
1224,4,2,two,5,106.78,H,mating,N,walked around,,female,7.49
1225,4,2,two,5,111.68,I,mount,W,walking around,seems like .8 can't get under,female,24.01
1226,4,2,two,5,110.03,K,mount,V,pressed against wall,,female,9.86
1227,4,2,two,6,136.33,D,mount,R,ran and pressed against shelter wall,,female,23.3
1228,4,2,two,5,108.57,K,mount,N,N/A,,female,1.79
1229,4,2,two,5,113.03,J,mount,O,ran away,,female,24.56
1230,4,2,two,5,108.7,X,mount,N,N/A,"they were on wall, started shaking at 12:43 PM",female,1.92
1231,4,2,two,6,130.42,H,mount,X,1: ran into group of bugs,,female,19.1
1232,4,2,two,5,111.28,G,mount,V,ran away,,female,11.11
1233,4,2,two,5,111.28,I,mount,V,ran away,,female,11.11
1234,4,2,two,5,111.3,G,mount,V,walking around,,female,11.13
1235,4,2,two,5,109.5,D,mount,N,walked into shelter 1,male not getting under,female,2.72
1236,4,2,two,5,110.73,I,mount,N,walking around,male can't get under,female,3.95
1237,4,2,two,6,120.85,H,mount,N,NA,shook,female,14.07
1238,4,2,two,6,130.42,A,mount,N,NA,,female,23.64
1239,4,2,two,5,111.47,I,mount,V,stayed still,,female,11.3
1240,4,2,two,5,111.75,I,mount,W,walking aound,,female,24.08
1241,4,2,two,5,114.06,I,mount,V,NA,,female,13.89
1242,4,2,two,6,138.65,F,mating,X,NA,was shaking before mount,female,27.33
1243,4,2,two,6,132.28,I,mating,N,na,remained in contact after,female,25.5
1244,4,2,two,6,121.18,I,mount,T,NA,,female,60.48
1245,4,2,two,6,121.99,I,mount,unknown,NA,*either 6. or 8.,female,N/A
1246,4,2,two,6,127.29,I,mating,T,NA,,female,66.59
1247,4,2,two,6,127.35,J,mating,T,shook,,female,0.06
1248,4,2,two,6,127.64,I,mount,T,moved around,,female,0.29
1249,5,3,two,1,8.55,L,mating,U,staying still,,female,N/A
1250,5,3,two,1,8.55,K,mating,M,staying still,,female,N/A
1251,5,3,two,1,8.58,F,mating,V,,,female,N/A
1252,5,3,two,1,8.58,D,mating,S,,,female,N/A
1253,5,3,two,1,8.58,H,mating,T,,,female,N/A
1254,5,3,two,1,8.58,I,mount,X,walking around,male can't get under,female,N/A
1255,5,3,two,1,8.67,E,mount,T,walked around and entered 1,,female,0.09
1256,5,3,two,1,8.68,C,mount,T,ran away and against wall,,female,0.1
1257,5,3,two,1,1.11,I,mount,W,NA,,female,N/A
1258,5,3,two,1,8.73,I,mount,X,pressed against floor,male can't get under,female,N/A
1259,5,3,two,1,3.67,I,mount,W,NA,,female,N/A
1260,5,3,two,1,8.8,I,mount,X,pressed against floor,,female,N/A
1261,5,3,two,1,8.85,B,mount,R,,,female,N/A
1262,5,3,two,1,8.88,I,mount,X,ran away and out of shelter,,female,N/A
1263,5,3,two,1,9.08,J,mating,N,staying still,,female,N/A
1264,5,3,two,1,9.15,I,mount,X,ran away,,female,N/A
1265,5,3,two,1,9.17,L,mating,O,staying still,,female,N/A
1266,5,3,two,1,9.18,C,mating,M,,,female,0.63
1267,5,3,two,1,9.22,J,mating,O,,,female,0.05
1268,5,3,two,1,9.37,J,mount,N,ran away,,female,0.29
1269,5,3,two,1,9.42,D,mating,X,staying still,,female,N/A
1270,5,3,two,1,9.48,D,mount,S,running around until .3 fell off,,female,0.9
1271,5,3,two,1,9.52,A,mount,N,ran away,,female,0.44
1272,5,3,two,1,9.58,I,mount,P,staying still,trying to mate from left side,female,N/A
1273,5,3,two,1,9.62,I,mount,P,running around,trying to mate from left side; now trying on right side but can't get under,female,N/A
1274,5,3,two,1,9.63,L,mount,Q,,,female,N/A
1275,5,3,two,1,9.65,B,mating,Q,staying still,,female,N/A
1276,5,3,two,1,9.7,J,mount,S,running around,.9 struggling to hang on/get under,female,1.12
1277,5,3,two,1,9.75,G,mating,R,,,female,N/A
1278,5,3,two,1,9.8,L,mount,P,,,female,N/A
1279,5,3,two,1,10.08,H,mount,R,ran away,,female,0.33
1280,5,3,two,1,3.69,E,mount,W,ran away,,female,N/A
1281,5,3,two,1,10.17,L,mount,N,ran away,,female,1.09
1282,5,3,two,1,10.2,H,mount,P,ran away,,female,N/A
1283,5,3,two,1,10.23,A,mount,P,staying still; against arena wall,male can't get under,female,N/A
1284,5,3,two,1,10.52,G,mount,Q,ran around until male fell off,,female,0.87
1285,5,3,two,1,10.57,I,mount,X,staying still,trying to mate from left side,female,1.15
1286,5,3,two,1,10.63,A,mount,X,ran away,,female,1.21
1287,5,3,two,1,10.72,G,mount,T,walked around until 7. fell off,,female,2.14
1288,5,3,two,1,10.77,D,mating,O,,,female,1.55
1289,5,3,two,1,11.28,A,mount,M,ran away,,female,2.73
1290,5,3,two,1,11.38,J,mount,T,,,female,2.8
1291,5,3,two,1,11.4,K,mount,X,,,female,1.98
1292,5,3,two,1,8.7,A,mating,W,,,female,N/A
1293,5,3,two,1,11.52,I,mount,R,ran away,,female,1.77
1294,5,3,two,1,11.52,I,mount,Q,walking around,trying to mate from the left side,female,1.87
1295,5,3,two,1,11.55,I,mount,Q,walking around,trying to mate from the left side,female,1.9
1296,5,3,two,1,8.77,H,mating,W,staying still; then walking around,,female,0.07
1297,5,3,two,1,12.18,I,mount,Q,staying still against arena wall; then started running around until male fell off,trying to mate from the left side,female,2.53
1298,5,3,two,1,12.37,I,mount,M,staying still against arena wall,trying to mate from the left side,female,3.82
1299,5,3,two,1,12.38,I,mount,P,ran away,,female,N/A
1300,5,3,two,1,12.42,I,mount,X,,,female,3
1301,5,3,two,1,12.47,I,mount,T,,,female,3.89
1302,5,3,two,1,10.08,I,mount,W,running around,.8 can't get under,female,1.31
1303,5,3,two,1,12.58,I,mount,Q,ran away,trying to mate from the left side,female,2.93
1304,5,3,two,1,12.63,J,mount,T,ran away,,female,4.05
1305,5,3,two,1,13.2,I,mount,M,stayed still for a bit then ran away,male was fed and couldn't get under,female,4.65
1306,5,3,two,1,11.47,I,mount,W,staying still,trying to mate from the left side,female,2.7
1307,5,3,two,1,13.72,F,mount,S,ran away,,female,5.14
1308,5,3,two,1,13.72,H,mount,X,stayed still for a bit then ran away,male couldn't get under,female,4.3
1309,5,3,two,1,13.73,I,mount,X,running around,.8 can't get under and also attemping mating from left side,female,4.31
1310,5,3,two,1,13.83,F,mating,N,stayed still,,female,4.75
1311,5,3,two,1,14.03,I,mount,R,running around,trying to mate from the left side,female,4.28
1312,5,3,two,1,14.17,I,mount,P,staying still,.8 can't get under,female,N/A
1313,5,3,two,1,14.23,F,mating,V,,,female,5.65
1314,5,3,two,1,14.3,L,mount,M,staying still,,female,5.75
1315,5,3,two,1,14.4,I,mount,V,walking around,trying to mate from the left side,female,0.17
1316,5,3,two,1,11.72,I,mount,W,stayed still for a bit then ran away,trying to mate from the left side,female,2.95
1317,5,3,two,1,14.77,I,mount,R,walking around then ran away,trying to mate from the left side,female,5.02
1318,5,3,two,1,14.78,G,mount,S,ran away,,female,6.2
1319,5,3,two,1,15.12,G,mount,T,NA,,female,6.54
1320,5,3,two,1,15.2,B,mount,T,NA,,female,6.62
1321,5,3,two,1,15.22,E,mount,M,NA then started walking at 3:15 PM,got off at 3:18 PM,female,6.67
1322,5,3,two,1,15.23,L,mount,V,NA,started walking at 3:18 PM got off at 3:20 PM,female,1
1323,5,3,two,1,15.27,I,mount,T,NA,,female,6.69
1324,5,3,two,1,15.28,L,mating,N,walked around with :1 on top,,female,1.45
1325,5,3,two,1,15.33,A,mount,U,NA,,female,6.78
1326,5,3,two,1,15.37,L,mount,T,NA,,female,6.79
1327,5,3,two,1,15.37,I,mount,U,walked around with .8 on top,,female,6.82
1328,5,3,two,1,12.53,J,mount,W,ran away,,female,3.76
1329,5,3,two,1,15.38,E,mount,M,NA,,female,6.83
1330,5,3,two,1,15.42,I,mount,S,walked around with .8 on top,,female,6.84
1331,5,3,two,1,15.43,G,mount,N,NA,,female,0.15
1332,5,3,two,1,15.43,D,mount,Q,NA,,female,5.78
1333,5,3,two,1,15.45,G,mount,N,walked around,,female,0.17
1334,5,3,two,1,15.45,M,mount,V,NA,,female,1.22
1335,5,3,two,1,15.47,I,mount,S,NA then started walking,got off at 3:31 PM,female,6.89
1336,5,3,two,1,15.5,L,mount,V,NA,,female,1.27
1337,5,3,two,1,15.52,A,mount,R,NA,,female,5.77
1338,5,3,two,1,15.57,A,mount,V,NA,,female,1.34
1339,5,3,two,1,15.58,B,mount,M,NA,,female,7.03
1340,5,3,two,1,15.6,A,mount,V,NA then started walking,9. was on top of .7,female,1.37
1341,5,3,two,1,15.65,B,mount,R,NA,,female,5.9
1342,5,3,two,1,15.67,A,mating,V,NA,,female,1.44
1343,5,3,two,1,15.68,O,mount,R,NA,,female,5.93
1344,5,3,two,1,15.7,B,mount,N,NA,,female,0.42
1345,5,3,two,1,15.72,I,mount,Q,"moved away, .8 did not get on",,female,6.07
1346,5,3,two,1,15.77,F,mount,O,NA,,female,5
1347,5,3,two,1,15.77,D,mount,P,NA,,female,N/A
1348,5,3,two,1,15.82,H,mount,Q,NA,4. was on wall,female,6.17
1349,5,3,two,1,16.12,L,mount,T,NA,,female,7.54
1350,5,3,two,1,16.13,H,mount,V,shook,,female,0.46
1351,5,3,two,1,16.18,I,mount,M,NA then walked into 1,,female,7.63
1352,5,3,two,1,16.2,H,mount,O,NA until other bugs approached then 2. ran away,,female,5.43
1353,5,3,two,1,16.27,H,mount,V,NA,,female,0.6
1354,5,3,two,1,16.3,J,mount,R,NA,,female,6.55
1355,5,3,two,1,16.32,J,mount,S,NA,,female,7.74
1356,5,3,two,1,16.33,D,mount,V,NA,,female,0.66
1357,5,3,two,1,16.35,T,mount,R,NA,5. was on wall,female,6.6
1358,5,3,two,1,16.35,H,mount,V,ran out from under,,female,0.68
1359,5,3,two,1,16.38,L,mount,Q,NA,,female,6.73
1360,5,3,two,1,16.42,R,mount,X,walked around,,female,7
1361,5,3,two,1,16.43,H,mount,T,NA,7. was on wall,female,7.85
1362,5,3,two,1,16.48,J,mount,U,NA,,female,7.93
1363,5,3,two,1,16.52,I,mount,V,"walked around, into corner","got under at 4:34 PM, .7 mounted at 4:36 PM and 9. got out",female,0.85
1364,5,3,two,1,16.53,X,mount,S,NA,,female,7.95
1365,5,3,two,1,16.63,J,mount,Q,NA,,female,6.98
1366,5,3,two,1,16.65,I,mount,Q,"walked around, climbed wall at 4:41 PM and.8 got off",,female,7
1367,5,3,two,1,16.68,I,mount,Q,NA,got iff at 4:43 PM,female,7.03
1368,5,3,two,1,16.73,I,mount,R,NA,,female,6.98
1369,5,3,two,1,16.73,I,mount,U,NA,,female,8.18
1370,5,3,two,1,16.78,D,mount,T,NA,,female,8.2
1371,5,3,two,2,33.42,L,mount,X,,,female,24
1372,5,3,two,2,33.43,I,mount,X,,,female,24.01
1373,5,3,two,1,17.08,I,mount,U,NA,,female,8.53
1374,5,3,two,1,17.24,C,mount,S,NA,,female,8.66
1375,5,3,two,1,17.43,I,mount,S,NA,,female,8.85
1376,5,3,two,1,17.04,I,mount,O,moved around,,female,6.27
1377,5,3,two,1,17.37,F,mount,O,NA,,female,6.6
1378,5,3,two,2,31.24,J,mount,V,NA,,female,15.57
1379,5,3,two,2,34.53,I,mount,V,,,female,18.86
1380,5,3,two,2,35.13,I,mount,R,"running around, disturbing everyone else in the shelter",male trying to mate from the left side,female,25.38
1381,5,3,two,2,35.45,J,mount,R,running around then joined big group,,female,25.7
1382,5,3,two,2,36.25,I,mount,R,walked around with .8 on top,,female,26.5
1383,5,3,two,1,17.12,I,mount,U,NA,,female,8.57
1384,5,3,two,2,37.43,B,mount,R,NA,,female,27.68
1385,5,3,two,2,34.3,D,mount,O,,,female,23.53
1386,5,3,two,2,37.78,B,mount,R,NA,,female,28.03
1387,5,3,two,2,38.1,I,mount,R,NA,"got under on left hand side then stacked at 2:08 PM started walking with .8 on top at 2:09 PM, got under again at 2:11 PM got off at 2:12 PM",female,28.35
1388,5,3,two,2,38.2,B,mount,R,NA,,female,28.45
1389,5,3,two,2,34.32,G,mount,O,,,female,23.55
1390,5,3,two,2,38.68,B,mount,R,na,,female,28.93
1391,5,3,two,2,37.55,D,mating,O,NA,,female,26.78
1392,5,3,two,1,18.7,I,mount,U,NA,,female,10.15
1393,5,3,two,2,39.07,I,mount,R,NA,,female,29.32
1394,5,3,two,2,38.23,J,mount,O,NA,"still on at 2:19 PM and 2. shook, got off at 2:23 PM",female,0.68
1395,5,3,two,1,19.01,I,mount,U,NA,,female,10.46
1396,5,3,two,2,33.73,C,mating,U,,,female,25.18
1397,5,3,two,2,39.23,K,mount,R,ran away,5. had approached :0,female,29.48
1398,5,3,two,2,37,E,mount,U,NA,,female,3.27
1399,5,3,two,2,39.37,I,mount,R,walked around with .8 on top,,female,29.62
1400,5,3,two,2,38.7,B,mount,O,shook then stopped,,female,1.15
1401,5,3,two,2,38.8,I,mount,U,"NA, started walking at 2:49PM",,female,5.07
1402,5,3,two,2,39.67,I,mount,R,NA,,female,29.92
1403,5,3,two,2,40.33,I,mount,R,walked around with .8 on top,,female,30.58
1404,5,3,two,2,39.13,K,mount,O,2. ran then stopped,,female,1.58
1405,5,3,two,2,39.18,I,mount,U,NA,,female,5.45
1406,5,3,two,2,39.2,K,mount,U,ran out from under,,female,5.47
1407,5,3,two,2,40.47,E,mount,R,ran into group,,female,30.72
1408,5,3,two,2,34.73,I,mount,V,,,female,19.06
1409,5,3,two,2,39.28,K,mating,U,"NA, started walkig at 3:18 PM",,female,5.55
1410,5,3,two,2,40.5,J,mount,V,NA,,female,24.83
1411,5,3,two,2,39.53,K,mount,U,NA,8. on wall,female,0.25
1412,5,3,two,2,40.75,H,mount,R,shook,,female,31
1413,5,3,two,2,41.06,J,mount,R,shook,possibly a mating that was interrupted by .9 mounting,female,31.31
1414,5,3,two,2,40.58,J,mount,V,9. ran into group,,female,24.91
1415,5,3,two,3,50.25,D,mating,V,NA,,female,34.58
1416,5,3,two,2,41.15,C,mount,X,,,female,31.73
1417,5,3,two,1,17.29,I,mount,Q,moved around,,female,7.64
1418,5,3,two,2,41.11,K,mount,R,NA,,female,31.36
1419,5,3,two,1,18.84,I,mount,Q,NA,,female,9.19
1420,5,3,two,2,41.89,I,mount,R,shook,,female,32.14
1421,5,3,two,2,41.97,I,mount,R,NA,male stayed stacked on top,female,32.22
1422,5,3,two,2,39.38,I,mount,O,NA,":0 walked over them, .8 got under once but for less than 30 sec, kept trying to get under but 2. put butt on ground, possibly mated on the left at 3:28 PM but .8 kept trying to get under again after, got off at 3:34 PM",female,1.83
1423,5,3,two,3,57.08,I,mount,R,NA,,female,47.33
1424,5,3,two,2,40.38,J,mount,O,2. ran away into enterance then ran into group in 1,,female,2.83
1425,5,3,two,1,18.87,I,mount,Q,NA ,,female,9.22
1426,5,3,two,2,41.04,I,mating,O,walked forward periodically,5. bumped back of .8,female,3.49
1427,5,3,two,3,58.53,K,mount,Q,shook,,female,48.88
